MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,tag
60,4,76.0,9.591,0,-1,0,0,0,0,0,6,0,0,0,1,8,5,2004,2005,0,0,0,0,1,344.0,1,0,0,2,0,1,0,0.0,0,0.0,1143.0,1143.0,0,0,0,0,1143,1330,0,2473,0.0,0.0,2,1,4,1,1,9,0,1,0,2,2004.0,1,3.0,852.0,0,0,0,192,151,0,0,0,0,-1,-1,-1,0,10,2007,0,0,317.0
20,4,-1.0,19.9,0,-1,0,0,0,0,0,0,6,0,0,0,7,5,1970,1989,0,0,4,4,1,287.0,0,0,1,1,0,2,1,912.0,0,0.0,1035.0,1947.0,0,1,0,0,2207,0,0,2207,1.0,0.0,2,0,3,1,0,7,1,1,0,0,1970.0,1,2.0,576.0,0,0,0,301,0,0,0,0,0,-1,-1,-1,0,7,2010,0,0,180.0
20,4,72.0,10.665,0,-1,1,0,0,0,0,1,0,0,0,0,7,5,2003,2003,0,0,0,0,1,167.0,1,0,0,1,0,1,1,1013.0,0,0.0,440.0,1453.0,0,0,0,0,1479,0,0,1479,1.0,0.0,2,0,3,1,1,7,0,0,-1,0,2003.0,1,2.0,558.0,0,0,0,144,29,0,0,0,0,-1,-1,-1,0,6,2007,0,0,226.0
30,3,47.0,4.608,0,-1,0,0,0,1,0,2,2,0,0,0,4,6,1945,1950,0,0,1,1,0,0.0,0,1,1,0,0,0,0,0.0,0,0.0,747.0,747.0,0,1,0,0,747,0,0,747,0.0,0.0,1,0,2,1,0,4,0,0,-1,0,1945.0,0,1.0,220.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,6,2010,0,0,80.0
50,4,81.0,15.593,0,-1,0,0,0,1,0,19,0,0,0,2,7,4,1953,1953,0,0,6,9,0,0.0,1,0,1,0,0,0,4,603.0,0,0.0,701.0,1304.0,1,1,0,0,1304,983,0,2287,0.0,0.0,2,0,3,1,0,7,0,1,1,0,1953.0,2,2.0,667.0,0,0,0,0,21,114,0,0,0,-1,-1,-1,0,7,2006,0,0,225.0
20,4,95.0,13.651,0,-1,1,0,0,0,0,0,0,0,0,0,7,6,1973,1973,0,0,4,4,1,1115.0,0,1,1,1,0,2,2,1880.0,0,0.0,343.0,2223.0,0,0,0,0,2223,0,0,2223,1.0,0.0,2,0,3,1,0,8,0,2,0,0,1973.0,2,2.0,516.0,0,0,0,300,0,0,0,0,0,-1,-1,-1,0,2,2007,0,0,244.0
20,4,69.0,7.599,0,-1,0,0,0,1,0,11,0,0,0,0,4,6,1982,2006,0,0,2,4,0,0.0,0,0,1,0,0,0,2,565.0,0,0.0,280.0,845.0,0,1,0,0,845,0,0,845,1.0,0.0,1,0,2,1,0,4,0,0,-1,1,1987.0,0,2.0,360.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,6,2007,0,0,129.5
60,4,74.0,10.141,0,-1,1,0,0,1,0,7,0,0,0,1,7,5,1998,1998,0,0,0,0,1,40.0,0,0,0,1,0,0,0,0.0,0,0.0,832.0,832.0,0,2,0,0,885,833,0,1718,0.0,0.0,2,1,3,1,0,7,0,1,1,0,1998.0,2,2.0,427.0,0,0,0,0,94,0,0,291,0,-1,-1,-1,0,12,2009,0,0,185.0
20,4,85.0,10.2,0,-1,0,0,0,0,0,0,0,0,0,0,5,7,1954,2003,0,0,3,3,1,104.0,0,0,1,0,0,0,2,320.0,3,362.0,404.0,1086.0,0,2,0,0,1086,0,0,1086,1.0,0.0,1,0,3,1,0,6,0,0,-1,0,1989.0,0,2.0,490.0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,5,2010,0,0,144.9
50,3,60.0,5.79,0,-1,0,0,0,1,0,2,0,0,0,1,3,6,1915,1950,2,0,0,0,0,0.0,1,1,1,3,0,0,0,0.0,0,0.0,840.0,840.0,0,2,1,0,840,765,0,1605,0.0,0.0,2,0,3,2,0,8,0,0,-1,1,1915.0,0,1.0,379.0,0,0,0,0,0,202,0,0,0,-1,-1,-1,0,5,2010,0,0,107.4
180,3,21.0,1.596,0,-1,0,0,0,0,0,20,0,0,3,3,4,5,1973,1973,0,0,5,5,0,0.0,0,0,1,1,0,2,1,462.0,0,0.0,0.0,462.0,0,1,0,0,526,462,0,988,1.0,0.0,1,0,2,1,0,5,0,0,-1,2,1973.0,0,1.0,297.0,0,0,0,120,101,0,0,0,0,-1,2,-1,0,11,2009,0,0,91.0
20,4,-1.0,8.475,0,-1,1,0,0,0,0,0,0,0,0,0,4,7,1956,1956,0,0,0,0,0,0.0,0,0,1,0,0,0,2,228.0,0,0.0,724.0,952.0,0,0,0,1,952,0,0,952,0.0,0.0,1,0,2,1,0,4,0,0,-1,1,1956.0,0,1.0,283.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,2008,0,0,135.75
50,3,50.0,8.635,0,-1,0,0,0,0,0,12,0,0,0,2,5,5,1948,2001,0,0,3,3,0,0.0,0,0,1,0,0,0,4,336.0,5,41.0,295.0,672.0,0,1,0,0,1072,213,0,1285,1.0,0.0,1,0,2,1,0,6,1,0,-1,1,1948.0,0,1.0,240.0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,2008,0,0,127.0
90,4,72.0,10.778,0,-1,0,0,0,0,0,8,0,0,2,0,4,5,1968,1968,1,0,2,2,0,0.0,0,0,1,0,0,0,0,0.0,0,0.0,1768.0,1768.0,0,1,1,0,1768,0,0,1768,0.0,0.0,2,0,4,2,0,8,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,0,4,2010,0,0,136.5
50,3,60.0,10.44,0,1,0,0,0,1,0,2,0,0,0,1,5,6,1910,1981,0,0,3,3,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,440.0,440.0,0,2,0,0,682,548,0,1230,0.0,0.0,1,1,2,1,0,5,0,0,-1,1,1966.0,0,2.0,440.0,0,0,0,74,0,128,0,0,0,-1,0,-1,0,5,2009,0,0,110.0
60,4,100.0,13.0,0,-1,0,0,0,1,0,0,0,0,0,1,6,6,1968,1968,0,0,0,0,1,576.0,0,1,1,1,0,0,3,448.0,0,0.0,448.0,896.0,0,1,0,0,1182,960,0,2142,0.0,0.0,2,1,4,1,1,8,0,1,0,0,1968.0,2,1.0,509.0,0,0,0,0,72,0,0,252,0,-1,-1,-1,0,6,2009,0,0,193.5
120,3,32.0,4.5,0,-1,0,0,0,3,0,11,0,0,1,0,6,5,1998,1998,1,0,0,0,1,443.0,0,1,0,2,1,0,1,1201.0,0,0.0,36.0,1237.0,0,0,0,0,1337,0,0,1337,1.0,0.0,2,0,2,1,0,5,0,0,-1,0,1998.0,2,2.0,405.0,0,0,0,0,199,0,0,0,0,-1,-1,-1,0,3,2006,0,0,153.5
20,4,78.0,10.206,0,-1,0,0,0,0,0,5,0,0,0,0,8,5,2007,2007,0,0,0,0,2,468.0,0,0,0,1,0,0,1,33.0,0,0.0,1530.0,1563.0,0,0,0,0,1563,0,0,1563,0.0,0.0,2,0,3,1,1,6,0,1,0,0,2007.0,1,3.0,758.0,0,0,0,144,99,0,0,0,0,-1,-1,-1,0,10,2008,0,0,245.0
20,4,80.0,8.892,0,-1,1,0,0,0,0,0,0,0,0,0,5,5,1960,1960,0,0,1,1,3,66.0,0,0,1,0,0,0,0,0.0,0,0.0,1065.0,1065.0,0,2,0,0,1065,0,0,1065,0.0,0.0,1,1,3,1,0,6,0,0,-1,1,1974.0,0,2.0,461.0,0,0,0,74,0,0,0,0,0,-1,-1,-1,0,7,2007,2,0,126.5
80,4,-1.0,8.53,0,-1,1,0,0,0,0,7,0,0,0,3,7,5,1995,1996,0,0,2,2,1,22.0,0,0,0,1,0,0,0,0.0,0,0.0,384.0,384.0,0,2,0,0,804,670,0,1474,0.0,0.0,2,1,3,1,0,7,0,1,1,2,1995.0,2,2.0,400.0,0,0,0,120,72,0,0,0,0,-1,-1,0,700,5,2009,0,0,168.5
60,4,121.0,16.059,0,-1,0,0,0,1,0,16,0,0,0,1,8,5,1991,1992,1,0,2,2,1,284.0,1,0,1,1,0,0,0,0.0,0,0.0,1288.0,1288.0,0,0,0,0,1301,1116,0,2417,0.0,0.0,2,1,4,1,1,9,0,1,1,0,1991.0,0,2.0,462.0,0,0,0,127,82,0,0,0,0,-1,-1,-1,0,4,2006,0,0,260.0
60,4,122.0,11.911,0,-1,2,0,0,0,0,7,0,0,0,1,6,5,2005,2005,0,0,0,0,0,0.0,1,0,0,1,0,1,0,0.0,0,0.0,684.0,684.0,0,0,0,0,684,876,0,1560,0.0,0.0,2,1,3,1,1,6,0,1,0,2,2005.0,2,2.0,400.0,0,0,0,100,38,0,0,0,0,-1,-1,-1,0,3,2009,0,0,174.0
160,2,40.0,3.951,0,0,0,0,0,1,0,5,0,0,1,1,6,5,2009,2009,0,0,0,0,2,76.0,1,0,0,1,0,1,0,0.0,0,0.0,612.0,612.0,0,0,0,0,612,612,0,1224,0.0,0.0,2,1,2,1,1,4,0,0,-1,1,2009.0,1,2.0,528.0,0,0,0,0,234,0,0,0,0,-1,-1,-1,0,6,2009,1,1,164.5
50,0,105.0,8.47,0,-1,1,0,0,1,0,14,1,1,0,2,3,2,1915,1982,1,0,4,4,0,0.0,3,2,1,0,2,0,0,0.0,0,0.0,1013.0,1013.0,0,1,1,0,1013,0,513,1526,0.0,0.0,1,0,2,1,3,6,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,1,0,0,156,0,0,0,-1,0,-1,0,10,2009,3,2,85.0
20,4,60.0,8.07,0,-1,0,0,0,0,0,1,0,0,0,0,4,5,1994,1995,0,0,0,0,0,0.0,0,0,0,1,0,0,1,588.0,0,0.0,402.0,990.0,0,0,0,0,990,0,0,990,1.0,0.0,1,0,3,1,0,5,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,0,8,2007,0,0,123.6
20,4,60.0,7.2,0,-1,0,0,0,0,0,0,0,0,0,0,4,5,1950,1950,0,0,6,3,0,0.0,0,0,3,-1,-1,-1,-1,0.0,-1,0.0,0.0,0.0,0,1,0,1,1040,0,0,1040,0.0,0.0,1,0,2,1,0,4,0,0,-1,1,1950.0,0,2.0,420.0,0,0,0,0,29,0,0,0,0,-1,-1,-1,0,7,2006,0,0,109.9
20,4,85.0,8.5,0,-1,0,0,0,0,0,0,0,0,0,0,5,3,1961,1961,1,0,2,2,3,203.0,0,0,1,0,0,0,3,600.0,0,0.0,635.0,1235.0,0,1,0,0,1235,0,0,1235,0.0,0.0,1,0,2,1,0,6,0,0,-1,0,1961.0,0,2.0,480.0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,12,2006,0,2,98.6
30,4,80.0,13.36,0,1,1,1,0,0,0,13,0,0,0,0,5,7,1921,2006,0,0,3,3,0,0.0,0,1,2,1,0,0,2,713.0,0,0.0,163.0,876.0,0,0,0,0,964,0,0,964,1.0,0.0,1,0,2,1,0,5,0,0,-1,1,1921.0,0,2.0,432.0,0,0,0,0,0,44,0,0,0,-1,-1,-1,0,8,2009,0,0,163.5
190,0,60.0,7.2,0,-1,0,0,0,1,0,2,0,0,4,5,6,6,1910,1998,1,0,1,1,0,0.0,0,0,2,0,2,3,3,1046.0,0,0.0,168.0,1214.0,1,0,1,0,1260,1031,0,2291,0.0,1.0,2,0,4,2,0,9,0,1,0,1,1900.0,0,2.0,506.0,0,0,0,0,0,0,0,99,0,-1,-1,-1,0,11,2007,0,0,133.9
60,4,69.0,9.337,0,-1,1,0,0,0,0,1,0,0,0,1,6,5,1997,1997,0,0,0,0,0,0.0,0,1,0,1,0,0,1,648.0,0,0.0,176.0,824.0,0,0,0,0,905,881,0,1786,1.0,0.0,2,1,3,1,1,7,0,0,-1,0,1997.0,1,2.0,684.0,0,0,0,0,162,0,0,0,0,-1,-1,-1,0,5,2007,0,0,204.75
60,4,-1.0,9.765,0,-1,2,0,0,1,0,7,0,0,0,1,6,8,1993,1993,0,0,0,0,1,68.0,2,1,0,1,1,0,2,310.0,0,0.0,370.0,680.0,0,2,0,0,680,790,0,1470,0.0,0.0,2,1,3,1,0,6,0,1,1,2,1993.0,2,2.0,420.0,0,0,0,232,63,0,0,0,0,-1,-1,0,480,4,2009,0,0,185.0
20,4,78.0,10.264,0,-1,1,0,0,0,0,1,0,0,0,0,7,5,1999,1999,0,0,0,0,1,183.0,1,0,0,1,0,1,2,1162.0,0,0.0,426.0,1588.0,0,0,0,0,1588,0,0,1588,0.0,0.0,2,0,3,1,1,6,0,0,-1,0,1999.0,1,2.0,472.0,0,0,0,158,29,0,0,0,0,-1,-1,-1,0,8,2006,0,0,214.0
20,4,73.0,10.921,0,-1,0,1,0,0,0,4,0,0,0,0,4,5,1965,1965,1,0,2,2,1,48.0,0,0,1,0,0,0,3,520.0,0,0.0,440.0,960.0,0,1,0,2,960,0,0,960,1.0,0.0,1,0,3,1,0,6,0,0,-1,0,1965.0,2,1.0,432.0,0,0,2,120,0,0,0,0,0,-1,-1,-1,0,5,2007,0,0,94.75
30,4,85.0,10.625,0,-1,0,0,0,1,0,4,0,0,0,0,5,5,1920,1950,0,0,3,3,0,0.0,0,0,2,0,0,0,2,108.0,0,0.0,350.0,458.0,0,3,1,0,835,0,0,835,0.0,0.0,1,0,2,1,0,5,0,0,-1,3,1920.0,0,1.0,366.0,1,0,0,0,0,77,0,0,0,-1,-1,0,400,5,2010,2,2,83.0
20,4,77.0,9.32,0,-1,1,0,0,0,0,0,0,0,0,0,4,5,1959,1959,0,0,4,4,0,0.0,0,0,1,0,0,0,2,569.0,0,0.0,381.0,950.0,0,3,0,0,1225,0,0,1225,1.0,0.0,1,1,3,1,0,6,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,0,352,0,0,0,0,0,-1,-1,0,400,1,2010,0,0,128.95
20,4,-1.0,10.603,0,-1,1,0,0,0,0,9,0,0,0,0,6,7,1977,2001,0,0,4,4,1,28.0,0,0,0,0,0,3,2,1200.0,0,0.0,410.0,1610.0,0,2,0,0,1610,0,0,1610,1.0,0.0,2,0,3,1,1,6,0,2,1,0,1977.0,1,2.0,480.0,0,0,0,168,68,0,0,0,0,-1,-1,-1,0,2,2010,0,0,205.0
60,4,77.0,9.206,0,-1,0,0,0,0,0,10,0,0,0,1,6,5,1985,1985,0,0,2,2,1,336.0,1,0,1,1,0,0,0,0.0,0,0.0,741.0,741.0,0,1,0,0,977,755,0,1732,0.0,0.0,2,1,3,1,1,7,0,1,1,0,1985.0,2,2.0,476.0,0,0,0,192,46,0,0,0,0,-1,-1,-1,0,6,2010,0,0,178.0
90,4,64.0,7.018,0,-1,0,2,0,0,0,10,0,0,2,0,5,5,1979,1979,0,0,2,2,0,0.0,0,2,3,-1,-1,-1,-1,0.0,-1,0.0,0.0,0.0,0,1,0,0,1535,0,0,1535,0.0,0.0,2,0,4,2,0,8,0,0,-1,0,1979.0,0,2.0,410.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,6,2009,0,4,118.964
20,4,94.0,10.402,0,-1,1,0,0,1,0,1,0,0,0,0,7,5,2009,2009,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0.0,1226.0,1226.0,0,0,0,0,1226,0,0,1226,0.0,0.0,2,0,3,1,1,6,0,0,-1,0,2009.0,1,3.0,740.0,0,0,0,0,36,0,0,0,0,-1,-1,-1,0,5,2010,0,0,198.9
50,3,-1.0,7.758,0,-1,0,0,0,1,0,14,0,0,0,2,7,4,1931,1950,0,0,9,8,1,600.0,0,2,0,0,0,0,5,224.0,0,0.0,816.0,1040.0,0,0,0,2,1226,592,0,1818,0.0,0.0,1,1,4,1,0,7,0,2,1,1,1951.0,0,1.0,240.0,0,0,0,0,0,0,0,184,0,-1,-1,-1,0,6,2007,0,0,169.5
60,2,75.0,9.375,0,-1,0,0,0,0,0,5,0,0,0,1,8,5,2003,2004,1,0,0,0,1,768.0,1,0,0,2,0,0,0,0.0,0,0.0,1053.0,1053.0,0,0,0,0,1053,939,0,1992,0.0,0.0,2,1,3,1,1,9,0,1,0,0,2003.0,1,2.0,648.0,0,0,0,140,45,0,0,0,0,-1,-1,-1,0,8,2008,0,0,250.0
30,3,60.0,10.8,0,1,0,0,0,0,0,2,0,0,0,0,4,7,1885,1995,4,0,0,0,0,0.0,0,0,2,3,0,0,0,0.0,0,0.0,641.0,641.0,0,2,0,0,1047,0,0,1047,0.0,0.0,1,0,2,1,0,6,0,0,-1,1,1954.0,0,1.0,273.0,1,1,1,0,0,0,0,0,0,-1,-1,0,450,8,2007,0,0,100.0
20,3,50.0,6.0,0,-1,0,0,0,0,0,2,0,0,0,0,5,5,1948,1950,0,0,0,0,0,0.0,0,0,1,0,0,0,2,104.0,3,169.0,516.0,789.0,0,0,0,0,789,0,0,789,0.0,0.0,1,0,2,1,0,5,0,0,-1,1,1948.0,0,1.0,250.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,2008,0,1,115.0
50,3,85.0,8.5,0,-1,0,0,0,1,0,14,2,0,0,2,5,7,1919,2005,0,0,5,5,0,0.0,0,0,1,0,0,0,0,0.0,0,0.0,793.0,793.0,1,1,1,2,997,520,0,1517,0.0,0.0,2,0,3,1,3,7,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,1,0,0,144,0,0,0,-1,-1,-1,0,8,2007,0,0,115.0
20,4,105.0,11.751,0,-1,1,0,0,0,0,9,0,0,0,0,6,6,1977,1977,1,0,4,4,1,480.0,0,0,1,1,0,0,4,705.0,0,0.0,1139.0,1844.0,0,0,0,0,1844,0,0,1844,0.0,0.0,2,0,3,1,0,7,0,1,1,0,1977.0,1,2.0,546.0,0,0,0,0,122,0,0,0,0,-1,0,-1,0,1,2010,2,0,190.0
50,4,75.0,9.525,0,-1,0,0,0,0,0,4,0,0,0,2,6,4,1954,1972,0,0,3,3,0,0.0,0,0,1,0,2,0,3,444.0,0,0.0,550.0,994.0,0,2,0,0,1216,639,0,1855,0.0,0.0,2,0,4,1,0,7,0,0,-1,0,1954.0,0,1.0,325.0,0,0,0,182,0,0,0,0,0,-1,-1,-1,0,10,2006,0,0,136.9
80,4,-1.0,7.75,0,-1,1,0,0,0,0,7,0,0,0,3,7,5,2000,2000,0,0,0,0,0,0.0,0,0,0,1,0,0,1,250.0,0,0.0,134.0,384.0,0,0,0,0,774,656,0,1430,0.0,0.0,2,1,3,1,0,7,0,1,1,2,2000.0,2,2.0,400.0,0,0,0,180,0,0,0,0,0,-1,-1,-1,0,4,2010,0,0,180.0
60,4,77.0,9.965,0,-1,0,0,0,0,0,1,0,0,0,1,7,5,2007,2007,0,0,0,0,2,220.0,1,0,0,2,0,1,1,984.0,0,0.0,280.0,1264.0,0,0,0,0,1282,1414,0,2696,1.0,0.0,2,1,4,1,2,10,0,1,0,2,2007.0,2,3.0,792.0,0,0,0,120,184,0,0,168,0,-1,-1,-1,0,10,2007,1,1,383.97
20,4,-1.0,21.0,0,-1,0,2,0,1,0,13,0,0,0,0,6,5,1953,1953,1,0,3,3,1,184.0,0,1,1,1,0,3,2,35.0,1,869.0,905.0,1809.0,0,1,0,0,2259,0,0,2259,1.0,0.0,2,0,3,1,1,7,0,2,0,3,1953.0,0,2.0,450.0,0,0,0,166,120,192,0,0,0,-1,0,-1,0,10,2007,2,2,217.0
70,4,61.0,7.259,0,-1,1,0,0,0,1,13,0,0,0,1,6,8,1945,2002,2,0,3,3,0,0.0,0,0,1,0,0,0,2,774.0,2,150.0,104.0,1028.0,0,0,0,0,1436,884,0,2320,1.0,0.0,2,1,3,1,1,9,0,1,1,1,1945.0,0,1.0,180.0,0,0,0,224,0,0,0,0,0,-1,0,-1,0,7,2007,0,0,259.5
160,2,34.0,3.23,0,0,0,0,0,1,0,5,0,0,1,1,6,5,1999,1999,0,0,1,1,1,1129.0,0,0,0,1,0,0,1,419.0,0,0.0,310.0,729.0,0,2,0,0,729,729,0,1458,0.0,0.0,2,1,2,1,0,5,0,1,2,1,1999.0,0,2.0,440.0,0,0,0,0,32,0,0,0,0,-1,-1,-1,0,6,2007,0,0,176.0
20,4,-1.0,11.616,0,-1,0,0,0,0,0,8,0,0,0,0,5,5,1962,1962,0,0,3,3,1,116.0,0,0,1,0,0,0,5,170.0,3,670.0,252.0,1092.0,0,1,0,0,1092,0,0,1092,0.0,1.0,1,0,3,1,0,6,0,1,3,0,1962.0,0,1.0,288.0,0,0,0,0,20,144,0,0,0,-1,-1,-1,0,9,2009,0,0,139.0
20,4,74.0,8.536,0,-1,0,0,0,1,0,4,0,0,0,0,5,5,2006,2007,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0.0,1125.0,1125.0,0,2,0,0,1125,0,0,1125,0.0,0.0,1,1,2,1,0,5,0,0,-1,0,2007.0,0,2.0,430.0,0,0,0,80,64,0,0,0,0,-1,-1,-1,0,4,2007,1,1,155.0
60,4,90.0,12.376,0,-1,0,0,0,1,0,10,0,0,0,1,7,5,1990,1990,1,0,4,4,0,0.0,0,0,0,1,0,3,1,1470.0,0,0.0,203.0,1673.0,0,2,0,0,1699,1523,0,3222,1.0,0.0,3,0,5,1,1,11,0,2,1,0,1990.0,0,3.0,594.0,0,0,0,367,0,0,0,0,0,-1,-1,-1,0,5,2010,0,0,320.0
60,4,65.0,8.461,0,-1,0,0,0,0,0,1,0,0,0,1,6,5,2005,2006,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,728.0,728.0,0,0,0,0,728,728,0,1456,0.0,0.0,2,1,3,1,1,8,0,1,0,0,2005.0,2,2.0,390.0,0,0,0,0,24,0,0,0,0,-1,-1,-1,0,7,2006,1,1,163.99
80,4,-1.0,21.453,0,-1,1,3,0,2,2,19,0,0,0,3,6,5,1969,1969,3,5,4,4,0,0.0,0,0,1,0,0,2,2,938.0,0,0.0,0.0,938.0,0,0,0,0,988,0,0,988,1.0,0.0,1,0,1,1,0,4,0,2,1,0,1969.0,0,2.0,540.0,0,0,0,0,130,0,130,0,0,-1,-1,-1,0,10,2006,0,0,180.0
50,3,50.0,6.06,0,-1,0,0,0,0,0,14,0,0,0,2,4,5,1939,1950,0,0,8,9,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,732.0,732.0,0,2,0,0,772,351,0,1123,0.0,0.0,1,0,3,1,0,4,0,0,-1,1,1979.0,0,1.0,264.0,0,0,2,0,0,140,0,0,0,-1,0,-1,0,6,2007,0,0,100.0
20,4,75.0,9.464,0,-1,0,0,0,1,0,0,0,0,0,0,6,7,1958,1958,1,0,1,1,1,135.0,0,1,1,0,0,0,4,570.0,0,0.0,510.0,1080.0,0,2,0,0,1080,0,0,1080,0.0,0.0,1,0,3,1,0,5,0,0,-1,0,1958.0,0,1.0,288.0,0,0,0,0,0,0,0,130,0,-1,-1,-1,0,6,2008,0,0,136.0
120,4,55.0,7.892,0,-1,0,0,0,0,0,10,0,0,1,0,6,5,1993,1993,0,0,4,4,0,0.0,1,0,0,1,0,0,1,300.0,0,0.0,899.0,1199.0,0,0,0,0,1199,0,0,1199,0.0,0.0,2,0,2,1,1,5,0,0,-1,0,1993.0,1,2.0,530.0,0,0,0,0,63,0,0,0,0,-1,-1,-1,0,3,2008,0,0,153.9
20,4,48.0,17.043,0,-1,1,0,0,2,0,9,0,0,0,0,6,5,1979,1998,0,0,2,2,0,0.0,0,1,1,1,2,0,0,0.0,0,0.0,1362.0,1362.0,0,1,0,0,1586,0,0,1586,0.0,0.0,2,0,3,1,0,7,0,1,1,0,1979.0,0,2.0,435.0,0,0,0,192,0,0,0,0,0,-1,-1,-1,0,1,2009,0,0,181.0
190,3,60.0,6.78,0,-1,0,0,0,0,0,14,0,0,4,2,6,8,1935,1982,0,0,3,3,0,0.0,0,2,1,0,0,1,1,490.0,0,0.0,30.0,520.0,0,2,1,0,520,0,234,754,1.0,0.0,1,0,2,1,0,5,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,1,53,0,0,0,0,0,-1,-1,-1,0,6,2006,0,0,84.5
120,4,-1.0,4.928,0,-1,1,0,0,0,0,24,0,0,1,0,6,5,1976,1976,0,0,4,4,0,0.0,0,0,1,1,0,0,2,120.0,0,0.0,958.0,1078.0,0,1,0,0,958,0,0,958,0.0,0.0,2,0,2,1,0,5,0,1,1,0,1977.0,1,2.0,440.0,0,0,0,0,205,0,0,0,0,-1,-1,-1,0,2,2007,0,0,128.0
45,3,55.0,4.388,0,-1,1,2,0,0,0,2,1,0,0,6,5,7,1930,1950,0,0,7,3,0,0.0,0,1,2,0,0,0,5,116.0,0,0.0,556.0,672.0,0,0,0,0,840,0,0,840,0.0,0.0,1,0,3,1,0,5,0,1,1,-1,-1.0,-1,0.0,0.0,-1,-1,1,0,0,0,0,0,0,-1,-1,-1,0,6,2007,0,0,87.0
60,4,69.0,7.59,0,-1,0,0,0,0,0,0,4,0,0,1,6,5,1966,1966,0,0,0,0,1,266.0,0,0,1,0,0,0,4,512.0,0,0.0,148.0,660.0,0,1,0,0,660,688,0,1348,0.0,0.0,1,1,3,1,0,6,0,1,2,0,1966.0,1,2.0,453.0,0,0,0,188,108,0,0,0,0,-1,-1,-1,0,7,2006,0,0,155.0
20,4,69.0,8.973,0,-1,0,0,0,0,0,0,0,0,0,0,5,7,1958,1991,0,0,4,4,1,85.0,0,0,1,0,0,0,3,567.0,3,28.0,413.0,1008.0,0,1,0,1,1053,0,0,1053,0.0,1.0,1,1,3,1,2,6,0,0,-1,4,1998.0,1,2.0,750.0,0,0,0,0,80,0,180,0,0,-1,3,-1,0,7,2006,0,2,150.0
60,4,88.0,14.2,0,-1,0,0,0,1,0,0,0,0,0,1,7,6,1966,1966,0,0,1,1,1,309.0,0,0,1,0,0,0,3,445.0,0,0.0,479.0,924.0,0,0,0,0,1216,941,0,2157,0.0,0.0,2,1,4,1,1,8,0,2,0,0,1966.0,2,2.0,487.0,0,0,0,105,66,0,0,0,0,-1,1,-1,0,5,2006,0,0,226.0
60,4,-1.0,12.224,0,-1,1,0,0,1,0,7,0,0,0,1,6,5,2000,2000,0,0,0,0,1,40.0,1,0,0,1,0,0,1,695.0,0,0.0,297.0,992.0,0,0,0,0,1022,1032,0,2054,1.0,0.0,2,1,3,1,1,7,0,1,1,2,2000.0,1,2.0,390.0,0,0,0,24,48,0,0,0,0,-1,-1,-1,0,7,2009,0,0,244.0
20,4,75.0,7.388,0,-1,0,0,0,1,0,0,0,0,0,0,5,6,1959,2002,0,0,1,1,0,0.0,0,0,1,0,0,0,3,405.0,0,0.0,658.0,1063.0,0,2,0,0,1327,0,0,1327,1.0,0.0,1,0,3,1,1,7,0,0,-1,1,1974.0,0,2.0,624.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,7,2007,0,0,150.75
